id,prefixe,type_entite1,infixe,type_entite2,suffixe,expression_complete
339,,NOUN,,PROPN,qui en," [NOUN]  [PROPN] qui en"
340,,NOUN,Boissier à,PROPN,," [NOUN] Boissier à [PROPN] "
341,,ADJ,,NOUN,de," [ADJ]  [NOUN] de"
342,,NOUN,,ADJ,à celui de," [NOUN]  [ADJ] à celui de"
343,facilement au rayon,NOUN,de,NOUN,,"facilement au rayon [NOUN] de [NOUN] "
344,,NOUN,,ADJ,Valérie Duclos," [NOUN]  [ADJ] Valérie Duclos"
345,un de cinq,NOUN,de,NOUN,bien,un de cinq [NOUN] de [NOUN] bien
346,,NOUN,de,NOUN,respectif," [NOUN] de [NOUN] respectif"
347,en pâte à,NOUN,garni de,NOUN,pâtissier à,en pâte à [NOUN] garni de [NOUN] pâtissier à
348,chou garni de,NOUN,,ADJ,à,chou garni de [NOUN]  [ADJ] à
349,douille à,NOUN,de,NOUN,,"douille à [NOUN] de [NOUN] "
350,,NOUN,de un gros,NOUN,," [NOUN] de un gros [NOUN] "
351,fourrer de,NOUN,,ADJ,aromatiser au kirsch,fourrer de [NOUN]  [ADJ] aromatiser au kirsch
352,,ADJ,pour le,NOUN,," [ADJ] pour le [NOUN] "
353,,NOUN,de Córdoba,PROPN,," [NOUN] de Córdoba [PROPN] "
354,de,NOUN,,ADJ,mûr,de [NOUN]  [ADJ] mûr
355,,NOUN,au,NOUN,parfumer à," [NOUN] au [NOUN] parfumer à"
356,servir avec de,NOUN,de,NOUN,,"servir avec de [NOUN] de [NOUN] "
357,nombreux,NOUN,de moyen-orient,PROPN,par exemple,nombreux [NOUN] de moyen-orient [PROPN] par exemple
358,type de,NOUN,,ADJ,turc,type de [NOUN]  [ADJ] turc
359,en,NOUN,de,NOUN,de lune qui,en [NOUN] de [NOUN] de lune qui
360,en forme de,NOUN,de,NOUN,qui,en forme de [NOUN] de [NOUN] qui
361,çörek signifier,NOUN,,ADJ,,"çörek signifier [NOUN]  [ADJ] "
362,,NOUN,de le,NOUN,turc," [NOUN] de le [NOUN] turc"
363,,NOUN,de le,NOUN,," [NOUN] de le [NOUN] "
364,être connaître sou,ADJ,,NOUN,,"être connaître sou [ADJ]  [NOUN] "
365,,NOUN,de,NOUN,de Méditerranée oriental," [NOUN] de [NOUN] de Méditerranée oriental"
366,,NOUN,,ADJ,de Tétouan," [NOUN]  [ADJ] de Tétouan"
367,,NOUN,de,NOUN,dolma," [NOUN] de [NOUN] dolma"
368,souvent associer au,NOUN,,ADJ,doldurmak,souvent associer au [NOUN]  [ADJ] doldurmak
369,au,NOUN,,ADJ,ottoman,au [NOUN]  [ADJ] ottoman
370,,NOUN,,NOUN,de mot urartéen," [NOUN]  [NOUN] de mot urartéen"
371,,NOUN,dérive de,NOUN,urartéen toli," [NOUN] dérive de [NOUN] urartéen toli"
372,qui signifier,NOUN,de,NOUN,,"qui signifier [NOUN] de [NOUN] "
373,terme au,PROPN,de,PROPN,,"terme au [PROPN] de [PROPN] "
374,,NOUN,de,NOUN,farci," [NOUN] de [NOUN] farci"
375,,NOUN,de,NOUN,necessite de feuille," [NOUN] de [NOUN] necessite de feuille"
376,dolma necessite de,NOUN,de,NOUN,,"dolma necessite de [NOUN] de [NOUN] "
377,en forme de,ADJ,,NOUN,,"en forme de [ADJ]  [NOUN] "
378,le arroser de,NOUN,parfois de,NOUN,de grenade,le arroser de [NOUN] parfois de [NOUN] de grenade
379,parfois de,NOUN,de,NOUN,,"parfois de [NOUN] de [NOUN] "
380,,NOUN,,PROPN,sou," [NOUN]  [PROPN] sou"
381,,NOUN,,ADJ,berrichon," [NOUN]  [ADJ] berrichon"
382,pocher dans de,NOUN,,ADJ,,"pocher dans de [NOUN]  [ADJ] "
383,de œuf en,NOUN,,ADJ,,"de œuf en [NOUN]  [ADJ] "
384,,NOUN,,ADJ,gouleyant tel," [NOUN]  [ADJ] gouleyant tel"
385,deux,NOUN,de,NOUN,,"deux [NOUN] de [NOUN] "
386,gâteau frire en,NOUN,de,NOUN,,"gâteau frire en [NOUN] de [NOUN] "
387,,NOUN,de riz,ADJ,," [NOUN] de riz [ADJ] "
388,,NOUN,,ADJ,qui dans," [NOUN]  [ADJ] qui dans"
389,de,NOUN,de,NOUN,haché,de [NOUN] de [NOUN] haché
390,,NOUN,,PROPN,rave depuis Jacques," [NOUN]  [PROPN] rave depuis Jacques"
391,,PROPN,,NOUN,depuis mi-xixesiècle," [PROPN]  [NOUN] depuis mi-xixesiècle"
392,mélange de,NOUN,de,NOUN,,"mélange de [NOUN] de [NOUN] "
393,1712 faire de,NOUN,de absinthe,NOUN,de plantain,1712 faire de [NOUN] de absinthe [NOUN] de plantain
394,,NOUN,de plantain,NOUN,de rose," [NOUN] de plantain [NOUN] de rose"
395,,NOUN,gris,NOUN,noir," [NOUN] gris [NOUN] noir"
396,,NOUN,à le,NOUN,sur," [NOUN] à le [NOUN] sur"
397,,NOUN,sur son,NOUN,," [NOUN] sur son [NOUN] "
398,finir de,ADJ,,NOUN,au jus de,finir de [ADJ]  [NOUN] au jus de
399,bon goût au,NOUN,de,NOUN,,"bon goût au [NOUN] de [NOUN] "
400,,ADJ,,NOUN,chez Menon," [ADJ]  [NOUN] chez Menon"
401,,NOUN,chaud,NOUN,," [NOUN] chaud [NOUN] "
402,,NOUN,blanc,NOUN,," [NOUN] blanc [NOUN] "
403,cuillerée de,NOUN,,NOUN,,"cuillerée de [NOUN]  [NOUN] "
404,,NOUN,vert,NOUN,," [NOUN] vert [NOUN] "
405,,NOUN,de,NOUN,cru," [NOUN] de [NOUN] cru"
406,sauce à,NOUN,,ADJ,avec de safran,sauce à [NOUN]  [ADJ] avec de safran
407,,NOUN,de haut,NOUN,," [NOUN] de haut [NOUN] "
408,il utiliser de,NOUN,de,NOUN,,"il utiliser de [NOUN] de [NOUN] "
409,,NOUN,dans le,NOUN,mayonnaise," [NOUN] dans le [NOUN] mayonnaise"
410,,NOUN,dans le sauce,ADJ,," [NOUN] dans le sauce [ADJ] "
411,éventuellement allongée de,NOUN,,ADJ,,"éventuellement allongée de [NOUN]  [ADJ] "
412,simple,NOUN,à le,NOUN,,"simple [NOUN] à le [NOUN] "
413,mayonnaise à,NOUN,sans,NOUN,,"mayonnaise à [NOUN] sans [NOUN] "
414,rémoulade au,NOUN,de,PROPN,,"rémoulade au [NOUN] de [PROPN] "
415,faire lui de,NOUN,,ADJ,,"faire lui de [NOUN]  [ADJ] "
416,jusque à,NOUN,de,NOUN,frite,jusque à [NOUN] de [NOUN] frite
417,,ADJ,autre,NOUN,froid," [ADJ] autre [NOUN] froid"
418,tout autre,NOUN,,ADJ,,"tout autre [NOUN]  [ADJ] "
419,,NOUN,,ADJ,lui," [NOUN]  [ADJ] lui"
420,,NOUN,,ADJ,chaud," [NOUN]  [ADJ] chaud"
421,salade de,NOUN,de,NOUN,,"salade de [NOUN] de [NOUN] "
422,,NOUN,de,NOUN,de cantine," [NOUN] de [NOUN] de cantine"
423,rémoulade de,NOUN,de,NOUN,,"rémoulade de [NOUN] de [NOUN] "
424,,NOUN,neuf,NOUN,au lieu de," [NOUN] neuf [NOUN] au lieu de"
425,au,PROPN,au,PROPN,,"au [PROPN] au [PROPN] "
426,farci de petit,NOUN,,ADJ,,"farci de petit [NOUN]  [ADJ] "
427,,NOUN,,NOUN,à base de," [NOUN]  [NOUN] à base de"
428,,NOUN,de,NOUN,grillé," [NOUN] de [NOUN] grillé"
429,tranche de,NOUN,,ADJ,,"tranche de [NOUN]  [ADJ] "
430,,NOUN,gallois en,NOUN,à Baincthun," [NOUN] gallois en [NOUN] à Baincthun"
431,,NOUN,de,NOUN,de mie préalablement," [NOUN] de [NOUN] de mie préalablement"
432,tranche de,NOUN,de,NOUN,préalablement grillé,tranche de [NOUN] de [NOUN] préalablement grillé
433,tranche de,NOUN,de mie préalablement,ADJ,,"tranche de [NOUN] de mie préalablement [ADJ] "
434,,NOUN,,ADJ,se," [NOUN]  [ADJ] se"
435,salamandre chauffer à,ADJ,,NOUN,pendant cinq minute,salamandre chauffer à [ADJ]  [NOUN] pendant cinq minute
436,bel,NOUN,,ADJ,,"bel [NOUN]  [ADJ] "
437,on ajouter de,NOUN,comme de le,NOUN,béchamel,on ajouter de [NOUN] comme de le [NOUN] béchamel
438,autre,NOUN,de,NOUN,inférieur à,autre [NOUN] de [NOUN] inférieur à
439,qui signifier,NOUN,,ADJ,,"qui signifier [NOUN]  [ADJ] "
440,,NOUN,de,PROPN,continental," [NOUN] de [PROPN] continental"
441,au,NOUN,de,NOUN,,"au [NOUN] de [NOUN] "
442,,NOUN,,ADJ,de 2 kilogramme," [NOUN]  [ADJ] de 2 kilogramme"
443,,NOUN,moyen de 2,NOUN,," [NOUN] moyen de 2 [NOUN] "
444,aujourdhui fabriquer de,NOUN,,ADJ,sur,aujourdhui fabriquer de [NOUN]  [ADJ] sur
445,,PROPN,le,PROPN,," [PROPN] le [PROPN] "
446,de,NOUN,,ADJ,fromager,de [NOUN]  [ADJ] fromager
447,,ADJ,,NOUN,dans tout," [ADJ]  [NOUN] dans tout"
448,catégorie au,ADJ,,NOUN,de fromage Canadiens,catégorie au [ADJ]  [NOUN] de fromage Canadiens
449,contrairement au,NOUN,,ADJ,,"contrairement au [NOUN]  [ADJ] "
450,en alternative au,NOUN,,ADJ,,"en alternative au [NOUN]  [ADJ] "
451,soju être de,NOUN,,ADJ,,"soju être de [NOUN]  [ADJ] "
452,à,NOUN,de ce,NOUN,,"à [NOUN] de ce [NOUN] "
453,,NOUN,de,NOUN,de soju," [NOUN] de [NOUN] de soju"
454,,ADJ,,NOUN,de soju," [ADJ]  [NOUN] de soju"
455,avoir comme,NOUN,le,NOUN,de,avoir comme [NOUN] le [NOUN] de
456,inviter souvent au,NOUN,,ADJ,,"inviter souvent au [NOUN]  [ADJ] "
457,,NOUN,vide de un,NOUN,," [NOUN] vide de un [NOUN] "
458,,NOUN,avec un,NOUN,plus âgé," [NOUN] avec un [NOUN] plus âgé"
459,voir,PROPN,,NOUN,,"voir [PROPN]  [NOUN] "
460,,NOUN,,ADJ,traditionnel de cuisine," [NOUN]  [ADJ] traditionnel de cuisine"
461,,NOUN,culinaire traditionnel de,NOUN,japonais," [NOUN] culinaire traditionnel de [NOUN] japonais"
462,,NOUN,croire très,ADJ,," [NOUN] croire très [ADJ] "
463,,NOUN,cru,NOUN,," [NOUN] cru [NOUN] "
464,brièvement dans de,NOUN,de,NOUN,,"brièvement dans de [NOUN] de [NOUN] "
465,couper en,NOUN,fin comme un,NOUN,,"couper en [NOUN] fin comme un [NOUN] "
466,être développer sou,NOUN,de,NOUN,culinaire de,être développer sou [NOUN] de [NOUN] culinaire de
467,sou forme de,NOUN,culinaire de le,NOUN,japonais,sou forme de [NOUN] culinaire de le [NOUN] japonais
468,de méthode de,NOUN,de,NOUN,de résident étranger,de méthode de [NOUN] de [NOUN] de résident étranger
469,de viande de,NOUN,,ADJ,à Nagasaki,de viande de [NOUN]  [ADJ] à Nagasaki
470,selon,PROPN,Leclercq,NOUN,de centre de,selon [PROPN] Leclercq [NOUN] de centre de
471,,NOUN,de le,NOUN,de pâtissier belge," [NOUN] de le [NOUN] de pâtissier belge"
472,au départ de,NOUN,de,NOUN,de Hesbaye,au départ de [NOUN] de [NOUN] de Hesbaye
473,on mettre de,NOUN,,PROPN,en premier lieu,on mettre de [NOUN]  [PROPN] en premier lieu
474,sucre candi en,ADJ,,NOUN,,"sucre candi en [ADJ]  [NOUN] "
475,,NOUN,à le,NOUN,de bière," [NOUN] à le [NOUN] de bière"
476,,NOUN,être le,NOUN,local," [NOUN] être le [NOUN] local"
477,lors dévénement en,ADJ,,NOUN,,"lors dévénement en [ADJ]  [NOUN] "
478,,NOUN,,ADJ,à base de," [NOUN]  [ADJ] à base de"
479,,NOUN,,ADJ,de Congo," [NOUN]  [ADJ] de Congo"
480,de après,PROPN,ier de,PROPN,,"de après [PROPN] ier de [PROPN] "
481,,NOUN,à le,NOUN,de temple à," [NOUN] à le [NOUN] de temple à"
482,,ADJ,,NOUN,qui se," [ADJ]  [NOUN] qui se"
483,répandre autour de,NOUN,,PROPN,,"répandre autour de [NOUN]  [PROPN] "
484,,NOUN,,ADJ,de mitshopo," [NOUN]  [ADJ] de mitshopo"
485,en,PROPN,,ADJ,de Congo,en [PROPN]  [ADJ] de Congo
486,,NOUN,,NOUN,zaïrois," [NOUN]  [NOUN] zaïrois"
487,,ADJ,,NOUN,de Congo entrer," [ADJ]  [NOUN] de Congo entrer"
488,,ADJ,,NOUN,de divertissement," [ADJ]  [NOUN] de divertissement"
489,encore plus en,PROPN,,ADJ,de Congo,encore plus en [PROPN]  [ADJ] de Congo
490,aussi souvent de,NOUN,,ADJ,,"aussi souvent de [NOUN]  [ADJ] "
491,ainsi lier au,NOUN,de,NOUN,de enfant en,ainsi lier au [NOUN] de [NOUN] de enfant en
492,au problème de,NOUN,de,NOUN,en Afrique,au problème de [NOUN] de [NOUN] en Afrique
493,,NOUN,de le,NOUN,tel," [NOUN] de le [NOUN] tel"
494,liste de,NOUN,,ADJ,à base de,liste de [NOUN]  [ADJ] à base de
495,,NOUN,de le,NOUN,tunisien traditionnel," [NOUN] de le [NOUN] tunisien traditionnel"
496,,NOUN,tunisien,ADJ,," [NOUN] tunisien [ADJ] "
497,épai,NOUN,de,NOUN,,"épai [NOUN] de [NOUN] "
498,,NOUN,de schiste en,NOUN,régulier," [NOUN] de schiste en [NOUN] régulier"
499,,NOUN,,ADJ,au plan de," [NOUN]  [ADJ] au plan de"
500,,NOUN,perpendiculaire au,NOUN,de fissilité en," [NOUN] perpendiculaire au [NOUN] de fissilité en"
501,ardoise être de,NOUN,,ADJ,,"ardoise être de [NOUN]  [ADJ] "
502,,NOUN,de le,NOUN,de Angers," [NOUN] de le [NOUN] de Angers"
503,être farci de,NOUN,de,NOUN,,"être farci de [NOUN] de [NOUN] "
504,,NOUN,de,NOUN,iranien," [NOUN] de [NOUN] iranien"
505,ragoût épais de,NOUN,,ADJ,,"ragoût épais de [NOUN]  [ADJ] "
506,,NOUN,canard,NOUN,," [NOUN] canard [NOUN] "
507,région de,NOUN,de le,NOUN,caspien,région de [NOUN] de le [NOUN] caspien
508,,NOUN,en,NOUN,dans," [NOUN] en [NOUN] dans"
509,,NOUN,,ADJ,distiller à base," [NOUN]  [ADJ] distiller à base"
510,,ADJ,,NOUN,de fabricant," [ADJ]  [NOUN] de fabricant"
511,,NOUN,,ADJ,nécessaire," [NOUN]  [ADJ] nécessaire"
512,,NOUN,financier,ADJ,," [NOUN] financier [ADJ] "
513,à population à,ADJ,,NOUN,,"à population à [ADJ]  [NOUN] "
514,,NOUN,de divers,NOUN,," [NOUN] de divers [NOUN] "
515,,NOUN,différent de,NOUN,classique," [NOUN] différent de [NOUN] classique"
516,instar de,NOUN,de le,NOUN,gastronomique,instar de [NOUN] de le [NOUN] gastronomique
517,,NOUN,plus,ADJ,avant de le," [NOUN] plus [ADJ] avant de le"
518,,NOUN,à le,NOUN,simple se," [NOUN] à le [NOUN] simple se"
519,,NOUN,à le,NOUN,se," [NOUN] à le [NOUN] se"
520,,NOUN,saler et très,ADJ,qui se," [NOUN] saler et très [ADJ] qui se"
521,à cuisine de,NOUN,,ADJ,espagnol,à cuisine de [NOUN]  [ADJ] espagnol
522,se composer de,NOUN,,ADJ,,"se composer de [NOUN]  [ADJ] "
523,doux à,NOUN,de,NOUN,,"doux à [NOUN] de [NOUN] "
524,,ADJ,,NOUN,comme," [ADJ]  [NOUN] comme"
525,,NOUN,de,ADJ,," [NOUN] de [ADJ] "
526,traditionnellement de,NOUN,de,NOUN,amer,traditionnellement de [NOUN] de [NOUN] amer
527,de jus de,NOUN,,ADJ,,"de jus de [NOUN]  [ADJ] "
528,y trempe de,NOUN,de,NOUN,plantain,y trempe de [NOUN] de [NOUN] plantain
529,de chips de,NOUN,,ADJ,,"de chips de [NOUN]  [ADJ] "
530,,NOUN,pour,NOUN,de porc," [NOUN] pour [NOUN] de porc"
531,marinade pour,NOUN,de,NOUN,,"marinade pour [NOUN] de [NOUN] "
532,falloir utiliser de,NOUN,de,NOUN,amer,falloir utiliser de [NOUN] de [NOUN] amer
533,composer de,NOUN,de,NOUN,,"composer de [NOUN] de [NOUN] "
534,par exemple,NOUN,de,NOUN,de terre,par exemple [NOUN] de [NOUN] de terre
535,exemple purée de,NOUN,de,NOUN,,"exemple purée de [NOUN] de [NOUN] "
536,exemple purée de,NOUN,de terre,NOUN,,"exemple purée de [NOUN] de terre [NOUN] "
537,,NOUN,à le,NOUN,égyptien qui se," [NOUN] à le [NOUN] égyptien qui se"
538,,NOUN,de le,PROPN,," [NOUN] de le [PROPN] "
539,partie intégrant de,NOUN,de,NOUN,de golfe arabe,partie intégrant de [NOUN] de [NOUN] de golfe arabe
540,riz de différent,NOUN,de,NOUN,,"riz de différent [NOUN] de [NOUN] "
541,,NOUN,rizicole de le,NOUN,valencien," [NOUN] rizicole de le [NOUN] valencien"
542,,NOUN,de,NOUN,médiéval," [NOUN] de [NOUN] médiéval"
543,,NOUN,de,NOUN,se," [NOUN] de [NOUN] se"
544,de,NOUN,,ADJ,Josep Orri,de [NOUN]  [ADJ] Josep Orri
545,autre,NOUN,de,NOUN,mexicain,autre [NOUN] de [NOUN] mexicain
546,autre,NOUN,de,NOUN,,"autre [NOUN] de [NOUN] "
547,riz au,NOUN,blondit dans le,NOUN,avec oignon,riz au [NOUN] blondit dans le [NOUN] avec oignon
548,comme garniture de,NOUN,de,NOUN,à truffe dans,comme garniture de [NOUN] de [NOUN] à truffe dans
549,riz à,ADJ,,NOUN,,"riz à [ADJ]  [NOUN] "
550,,NOUN,,ADJ,de beurre fin," [NOUN]  [ADJ] de beurre fin"
551,souvent utiliser de,NOUN,,ADJ,pour,souvent utiliser de [NOUN]  [ADJ] pour
552,approbation de,NOUN,,ADJ,pour,approbation de [NOUN]  [ADJ] pour
553,,NOUN,de,NOUN,valencien traditionnel de," [NOUN] de [NOUN] valencien traditionnel de"
554,recette de,NOUN,,ADJ,traditionnel de dix,recette de [NOUN]  [ADJ] traditionnel de dix
555,recette de,NOUN,valencien,ADJ,de dix ingrédient,recette de [NOUN] valencien [ADJ] de dix ingrédient
556,huile de,NOUN,riz,ADJ,,"huile de [NOUN] riz [ADJ] "
557,,NOUN,de,NOUN,européen," [NOUN] de [NOUN] européen"
558,,NOUN,,ADJ,espagnol," [NOUN]  [ADJ] espagnol"
559,,NOUN,populaire,ADJ,," [NOUN] populaire [ADJ] "
560,,NOUN,très,ADJ,qui," [NOUN] très [ADJ] qui"
561,de,NOUN,de,NOUN,de,de [NOUN] de [NOUN] de
562,,NOUN,typique de le,NOUN,côtier colombien," [NOUN] typique de le [NOUN] côtier colombien"
563,beurre au,NOUN,de le,NOUN,,"beurre au [NOUN] de le [NOUN] "
564,,NOUN,tomate un,NOUN,," [NOUN] tomate un [NOUN] "
565,autre,NOUN,selon le,NOUN,de cuisinier,autre [NOUN] selon le [NOUN] de cuisinier
566,,NOUN,de moindre,NOUN,," [NOUN] de moindre [NOUN] "
567,ingrédient de,ADJ,,NOUN,,"ingrédient de [ADJ]  [NOUN] "
568,variété local de,NOUN,,ADJ,,"variété local de [NOUN]  [ADJ] "
569,,NOUN,de,PROPN,latin," [NOUN] de [PROPN] latin"
570,région de,PROPN,,ADJ,,"région de [PROPN]  [ADJ] "
571,en ajouter de,NOUN,,ADJ,,"en ajouter de [NOUN]  [ADJ] "
572,en portugais de,NOUN,au,NOUN,,"en portugais de [NOUN] au [NOUN] "
573,comprendre généralement de,NOUN,,ADJ,,"comprendre généralement de [NOUN]  [ADJ] "
574,divers,NOUN,de,NOUN,,"divers [NOUN] de [NOUN] "
575,,NOUN,féminin,NOUN,," [NOUN] féminin [NOUN] "
576,,NOUN,de,NOUN,de tout," [NOUN] de [NOUN] de tout"
577,,NOUN,à,NOUN,à fort chaleur," [NOUN] à [NOUN] à fort chaleur"
578,,NOUN,de,NOUN,typique de," [NOUN] de [NOUN] typique de"
579,,NOUN,de le,NOUN,de coco," [NOUN] de le [NOUN] de coco"
580,,NOUN,belge de le,NOUN,de Verviers à," [NOUN] belge de le [NOUN] de Verviers à"
581,,NOUN,de,NOUN,levée," [NOUN] de [NOUN] levée"
582,,NOUN,de,NOUN,de riz vietnamien," [NOUN] de [NOUN] de riz vietnamien"
583,soupe de,NOUN,de,NOUN,vietnamien,soupe de [NOUN] de [NOUN] vietnamien
584,divers,NOUN,de,NOUN,doux,divers [NOUN] de [NOUN] doux
585,se servir de,NOUN,,ADJ,de crabe pour,se servir de [NOUN]  [ADJ] de crabe pour
586,autre,NOUN,de ce,NOUN,,"autre [NOUN] de ce [NOUN] "
587,de,NOUN,frit de,NOUN,de riz,de [NOUN] frit de [NOUN] de riz
588,,NOUN,,ADJ,au bouillon," [NOUN]  [ADJ] au bouillon"
589,de,NOUN,de,NOUN,coaguler,de [NOUN] de [NOUN] coaguler
590,,NOUN,de,NOUN,nutritionnel," [NOUN] de [NOUN] nutritionnel"
591,calcium de,NOUN,de,NOUN,,"calcium de [NOUN] de [NOUN] "
592,,NOUN,de,NOUN,de porc," [NOUN] de [NOUN] de porc"
593,fer de,NOUN,de,NOUN,,"fer de [NOUN] de [NOUN] "
594,,NOUN,et fibre de,NOUN,," [NOUN] et fibre de [NOUN] "
595,fruit en,NOUN,de,NOUN,,"fruit en [NOUN] de [NOUN] "
596,,NOUN,en,NOUN,de amande," [NOUN] en [NOUN] de amande"
597,gâteau en,NOUN,de,NOUN,,"gâteau en [NOUN] de [NOUN] "
598,enrober de,NOUN,de,NOUN,,"enrober de [NOUN] de [NOUN] "
599,,NOUN,de,NOUN,de amande," [NOUN] de [NOUN] de amande"
600,,NOUN,de,NOUN,traditionnel," [NOUN] de [NOUN] traditionnel"
601,technique de,NOUN,de le,NOUN,de amande cuit,technique de [NOUN] de le [NOUN] de amande cuit
602,,NOUN,de,NOUN,cuit," [NOUN] de [NOUN] cuit"
603,,NOUN,de,NOUN,à froid," [NOUN] de [NOUN] à froid"
604,,NOUN,de le,NOUN,de amande cuite," [NOUN] de le [NOUN] de amande cuite"
605,,NOUN,de,NOUN,cuite," [NOUN] de [NOUN] cuite"
606,région,NOUN,de,PROPN,,"région [NOUN] de [PROPN] "
607,,NOUN,américain par un,NOUN,," [NOUN] américain par un [NOUN] "
608,,NOUN,de le,PROPN,de," [NOUN] de le [PROPN] de"
609,épaisse,NOUN,de,NOUN,originaire de,épaisse [NOUN] de [NOUN] originaire de
610,vapeur en,ADJ,,ADJ,,"vapeur en [ADJ]  [ADJ] "
611,,NOUN,,ADJ,algérien de viande," [NOUN]  [ADJ] algérien de viande"
612,,NOUN,traditionnel,ADJ,de viande de," [NOUN] traditionnel [ADJ] de viande de"
613,traditionnel algérien de,NOUN,de,NOUN,,"traditionnel algérien de [NOUN] de [NOUN] "
614,,NOUN,et,ADJ,au cumin," [NOUN] et [ADJ] au cumin"
615,couscous en,NOUN,,ADJ,,"couscous en [NOUN]  [ADJ] "
616,,NOUN,,ADJ,slovène," [NOUN]  [ADJ] slovène"
617,,NOUN,,ADJ,croate," [NOUN]  [ADJ] croate"
618,,NOUN,,ADJ,urbain au xviiesiècle," [NOUN]  [ADJ] urbain au xviiesiècle"
619,,ADJ,,NOUN,imprimé à," [ADJ]  [NOUN] imprimé à"
620,effigie de,NOUN,de,NOUN,,"effigie de [NOUN] de [NOUN] "
621,,NOUN,de son,NOUN,," [NOUN] de son [NOUN] "
622,faire office de,NOUN,,ADJ,depuis deux siècle,faire office de [NOUN]  [ADJ] depuis deux siècle
623,cinquième,NOUN,de son,NOUN,,"cinquième [NOUN] de son [NOUN] "
624,,ADJ,,NOUN,à Greenock par," [ADJ]  [NOUN] à Greenock par"
625,de Burns réunir,NOUN,et ami en,PROPN,,"de Burns réunir [NOUN] et ami en [PROPN] "
626,de,PROPN,,ADJ,,"de [PROPN]  [ADJ] "
627,,ADJ,,NOUN,de bienvenue," [ADJ]  [NOUN] de bienvenue"
628,table de,NOUN,de,NOUN,,"table de [NOUN] de [NOUN] "
629,,NOUN,legs,NOUN,arms," [NOUN] legs [NOUN] arms"
630,,ADJ,de,NOUN,dessus tripoux," [ADJ] de [NOUN] dessus tripoux"
631,"place 
 dessus",NOUN,,NOUN,,"place 
 dessus [NOUN]  [NOUN] "
632,,NOUN,de,NOUN,de terre," [NOUN] de [NOUN] de terre"
633,tipsy,NOUN,,NOUN,éméché,tipsy [NOUN]  [NOUN] éméché
634,,NOUN,de,NOUN,à lassie," [NOUN] de [NOUN] à lassie"
635,évocation malicieux de,NOUN,en,NOUN,,"évocation malicieux de [NOUN] en [NOUN] "
636,,NOUN,,ADJ,algérien," [NOUN]  [ADJ] algérien"
637,,NOUN,de,NOUN,de portugal," [NOUN] de [NOUN] de portugal"
638,être que de,NOUN,de,NOUN,,"être que de [NOUN] de [NOUN] "
639,,NOUN,,ADJ,au plat," [NOUN]  [ADJ] au plat"
640,,NOUN,brun au,NOUN,," [NOUN] brun au [NOUN] "
641,autre,NOUN,ou animal,NOUN,,"autre [NOUN] ou animal [NOUN] "
642,nombreux ancien,NOUN,de,PROPN,,"nombreux ancien [NOUN] de [PROPN] "
643,littéralement,NOUN,de,NOUN,,"littéralement [NOUN] de [NOUN] "
644,,NOUN,à,NOUN,ferme," [NOUN] à [NOUN] ferme"
645,,NOUN,à pâte,ADJ,," [NOUN] à pâte [ADJ] "
646,,NOUN,à,NOUN,de bois," [NOUN] à [NOUN] de bois"
647,four à,NOUN,de,NOUN,,"four à [NOUN] de [NOUN] "
648,,NOUN,,ADJ,typique de nord-est," [NOUN]  [ADJ] typique de nord-est"
649,artisanal typique de,NOUN,de,PROPN,,"artisanal typique de [NOUN] de [PROPN] "
650,,ADJ,,NOUN,de recette," [ADJ]  [NOUN] de recette"
651,premier,NOUN,de,NOUN,,"premier [NOUN] de [NOUN] "
652,seul chaînon en,NOUN,,ADJ,entrer,seul chaînon en [NOUN]  [ADJ] entrer
653,être admettre au,NOUN,de,NOUN,en 1562,être admettre au [NOUN] de [NOUN] en 1562
654,,NOUN,royal de,PROPN,en," [NOUN] royal de [PROPN] en"
655,,NOUN,royal de,PROPN,," [NOUN] royal de [PROPN] "
656,être vendre au,ADJ,,NOUN,,"être vendre au [ADJ]  [NOUN] "
657,en celer de,NOUN,de,NOUN,Chiquart,en celer de [NOUN] de [NOUN] Chiquart
658,quatre,NOUN,pour le,NOUN,de pomme de,quatre [NOUN] pour le [NOUN] de pomme de
659,,NOUN,de,NOUN,de terre qui," [NOUN] de [NOUN] de terre qui"
660,cuisine de,NOUN,de,NOUN,qui,cuisine de [NOUN] de [NOUN] qui
661,étuver dans de,NOUN,de,PROPN,,"étuver dans de [NOUN] de [PROPN] "
662,,NOUN,de,NOUN,de œuf," [NOUN] de [NOUN] de œuf"
663,sauce de,NOUN,de,NOUN,,"sauce de [NOUN] de [NOUN] "
664,,NOUN,le premier,NOUN,de recette international," [NOUN] le premier [NOUN] de recette international"
665,,ADJ,,NOUN,de recette international," [ADJ]  [NOUN] de recette international"
666,appoincty pour quatorze,NOUN,de,NOUN,,"appoincty pour quatorze [NOUN] de [NOUN] "
667,troisiesme,NOUN,de trois,NOUN,de viande,troisiesme [NOUN] de trois [NOUN] de viande
668,table de trois,NOUN,de,NOUN,,"table de trois [NOUN] de [NOUN] "
669,,NOUN,de,NOUN,revestu," [NOUN] de [NOUN] revestu"
670,,ADJ,,NOUN,de beurre," [ADJ]  [NOUN] de beurre"
671,,NOUN,de,NOUN,de vin," [NOUN] de [NOUN] de vin"
672,lieu de,NOUN,de,NOUN,,"lieu de [NOUN] de [NOUN] "
